jid,phase,experiment_id,formulation,temperature_c,target_log_sigma,ionic_conductivity_s_cm,component_count,node_count,edge_count,salt_nodes,solvent_nodes
liquid_0293,liquid,PYA_30032021_BM073_2,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,40.0,-4.648932919070044,0.0080554496361223,3,3,6,1,2
liquid_0294,liquid,PYA_30032021_BM073_2,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,50.0,-4.379030391635904,0.0117777912336954,3,3,6,1,2
liquid_0295,liquid,PYA_30032021_BM073_2,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,60.0,-4.125330927532644,0.0136481056048201,3,3,6,1,2
liquid_0296,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,-30.0,-7.305759330755393,0.0005725044103876,3,3,6,1,2
liquid_0297,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,-20.0,-6.862153239114095,0.0010605326645919,3,3,6,1,2
liquid_0298,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,-10.0,-6.452262221889768,0.0017281785376479,3,3,6,1,2
liquid_0299,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,0.0,-6.072383360420471,0.0024339410320738,3,3,6,1,2
liquid_0300,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,10.0,-5.719336839510545,0.0036332129909294,3,3,6,1,2
liquid_0301,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,20.0,-5.3903767263038365,0.0042784719594852,3,3,6,1,2
liquid_0302,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,30.0,-5.0831194079648,0.0074438504033597,3,3,6,1,2
liquid_0303,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,40.0,-4.795485740805006,0.0074457161460773,3,3,6,1,2
liquid_0304,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,50.0,-4.525653940713747,0.0101667299445863,3,3,6,1,2
liquid_0305,liquid,PYA_30032021_BM073_3,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,60.0,-4.272020957977507,0.0132437242132668,3,3,6,1,2
liquid_0306,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,-30.0,-7.229265529372864,0.0005932107814187,3,3,6,1,2
liquid_0307,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,-20.0,-6.7940317752860775,0.0009571063813259,3,3,6,1,2
liquid_0308,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,-10.0,-6.391876778872616,0.0018741286337668,3,3,6,1,2
liquid_0309,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,0.0,-6.019167507988239,0.0028717105796935,3,3,6,1,2
liquid_0310,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,10.0,-5.672784161234844,0.0040054384040487,3,3,6,1,2
liquid_0311,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,20.0,-5.350032630736157,0.0055501526371255,3,3,6,1,2
liquid_0312,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,30.0,-5.048574290440255,0.0071962050133404,3,3,6,1,2
liquid_0313,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,40.0,-4.766369237086449,0.0088636616165673,3,3,6,1,2
liquid_0314,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,50.0,-4.501630069751757,0.0095931167011711,3,3,6,1,2
liquid_0315,liquid,PYA_30032021_BM073_4,PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g,60.0,-4.252783993657328,0.0112008905309161,3,3,6,1,2
liquid_0316,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-30.0,-6.224409385504225,0.0018816446419864,4,4,12,1,3
liquid_0317,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-20.0,-5.917355706636618,0.0027458126515724,4,4,12,1,3
liquid_0318,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-10.0,-5.63363880746634,0.0036398271797269,4,4,12,1,3
liquid_0319,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,0.0,-5.370695614989841,0.0044276326024329,4,4,12,1,3
liquid_0320,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,10.0,-5.126325136091056,0.0060237472818287,4,4,12,1,3
liquid_0321,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,20.0,-4.898626700780795,0.0074490472242018,4,4,12,1,3
liquid_0322,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,30.0,-4.6859504284466365,0.010824560511969,4,4,12,1,3
liquid_0323,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,40.0,-4.486857184842105,0.0110660962493384,4,4,12,1,3
liquid_0324,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,50.0,-4.300085973953312,0.0143200530674776,4,4,12,1,3
liquid_0325,liquid,PYA_31082021_BM170_2,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,60.0,-4.124527202559569,0.013955809417471,4,4,12,1,3
liquid_0326,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-30.0,-5.959633351259352,0.0021187071995757,4,4,12,1,3
liquid_0327,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-20.0,-5.692718047032534,0.0033533317272752,4,4,12,1,3
liquid_0328,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-10.0,-5.446088914512103,0.0041502465949179,4,4,12,1,3
liquid_0329,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,0.0,-5.217517928249805,0.0066044011094855,4,4,12,1,3
liquid_0330,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,10.0,-5.005091811227294,0.0079355235408782,4,4,12,1,3
liquid_0331,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,20.0,-4.8071583510031815,0.0092457748587564,4,4,12,1,3
liquid_0332,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,30.0,-4.622283341065997,0.0096783431638875,4,4,12,1,3
liquid_0333,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,40.0,-4.449215772287182,0.0114131355647336,4,4,12,1,3
liquid_0334,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,50.0,-4.286859487356662,0.0128508247462105,4,4,12,1,3
liquid_0335,liquid,PYA_31082021_BM170_3,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,60.0,-4.134249940227764,0.0138944806382753,4,4,12,1,3
liquid_0336,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-30.0,-6.255656226694966,0.0018051696652189,4,4,12,1,3
liquid_0337,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-20.0,-5.95956827432572,0.0026343922630289,4,4,12,1,3
liquid_0338,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-10.0,-5.685983681437318,0.0035392151606146,4,4,12,1,3
liquid_0339,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,0.0,-5.432430909371791,0.0044692437320337,4,4,12,1,3
liquid_0340,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,10.0,-5.196787568495778,0.0056445373061274,4,4,12,1,3
liquid_0341,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,20.0,-4.977220866942705,0.0063603569694174,4,4,12,1,3
liquid_0342,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,30.0,-4.772139845848355,0.0089925102004143,4,4,12,1,3
liquid_0343,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,40.0,-4.580156766385448,0.0107870999854475,4,4,12,1,3
liquid_0344,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,50.0,-4.400055666155897,0.011694824967947,4,4,12,1,3
liquid_0345,liquid,PYA_31082021_BM170_4,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,60.0,-4.230766578547058,0.0141780207570915,4,4,12,1,3
liquid_0346,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-30.0,-6.200903510249638,0.0019173639166323,4,4,12,1,3
liquid_0347,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-20.0,-5.903313490366557,0.0027627651468168,4,4,12,1,3
liquid_0348,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,-10.0,-5.628340990520191,0.003705308531182,4,4,12,1,3
liquid_0349,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,0.0,-5.373501933825672,0.0044956608598732,4,4,12,1,3
liquid_0350,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,10.0,-5.136663163671469,0.0059528372580046,4,4,12,1,3
liquid_0351,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,20.0,-4.915982590355349,0.007574214388851,4,4,12,1,3
liquid_0352,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,30.0,-4.709861184007141,0.0095991758319456,4,4,12,1,3
liquid_0353,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,40.0,-4.516904165738013,0.0114984600029964,4,4,12,1,3
liquid_0354,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,50.0,-4.33588940451788,0.0128320253332143,4,4,12,1,3
liquid_0355,liquid,PYA_31082021_BM170_6,PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g,60.0,-4.165741505745301,0.0140966382026042,4,4,12,1,3
liquid_0356,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-30.0,-6.433055840196203,0.0014513454201835,4,4,12,1,3
liquid_0357,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-20.0,-6.078112263701724,0.0022652214168225,4,4,12,1,3
liquid_0358,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-10.0,-5.75014520831646,0.0032664599860696,4,4,12,1,3
liquid_0359,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,0.0,-5.446191849097056,0.0043428419425725,4,4,12,1,3
liquid_0360,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,10.0,-5.1637079130964,0.0057441972546701,4,4,12,1,3
liquid_0361,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,20.0,-4.9004962906554,0.0078848715871416,4,4,12,1,3
liquid_0362,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,30.0,-4.654649776077899,0.0115206350820567,4,4,12,1,3
liquid_0363,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,40.0,-4.424504779276384,0.0130192912132721,4,4,12,1,3
liquid_0364,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,50.0,-4.20860363188236,0.0150226920724733,4,4,12,1,3
liquid_0365,liquid,PYA_31082021_BM171_1,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,60.0,-4.005663681990603,0.0139677668853101,4,4,12,1,3
liquid_0366,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-30.0,-6.477142613761296,0.0014021947555069,4,4,12,1,3
liquid_0367,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-20.0,-6.137573343488177,0.0022137563762701,4,4,12,1,3
liquid_0368,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-10.0,-5.823812111996978,0.0031098464199154,4,4,12,1,3
liquid_0369,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,0.0,-5.533024428482436,0.0040486002812688,4,4,12,1,3
liquid_0370,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,10.0,-5.262776224644006,0.0054540673026814,4,4,12,1,3
liquid_0371,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,20.0,-5.0109655581645,0.0068463469155442,4,4,12,1,3
liquid_0372,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,30.0,-4.7757678335606,0.0076778417844112,4,4,12,1,3
liquid_0373,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,40.0,-4.555591518798878,0.0107237105514229,4,4,12,1,3
liquid_0374,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,50.0,-4.3490420841090565,0.0142728413104674,4,4,12,1,3
liquid_0375,liquid,PYA_31082021_BM171_2,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,60.0,-4.154892435382904,0.0140420938508788,4,4,12,1,3
liquid_0376,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-30.0,-6.483217154433777,0.0013820682048411,4,4,12,1,3
liquid_0377,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-20.0,-6.134604575651477,0.0021896632721476,4,4,12,1,3
liquid_0378,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-10.0,-5.812487347717156,0.0031147110630698,4,4,12,1,3
liquid_0379,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,0.0,-5.513955492503636,0.0041541339096344,4,4,12,1,3
liquid_0380,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,10.0,-5.236510118322326,0.0055139888727459,4,4,12,1,3
liquid_0381,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,20.0,-4.977993304549088,0.0070921479364313,4,4,12,1,3
liquid_0382,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,30.0,-4.736531863612613,0.0092857927108137,4,4,12,1,3
liquid_0383,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,40.0,-4.510491878268439,0.0109601647575863,4,4,12,1,3
liquid_0384,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,50.0,-4.2984416800413445,0.0138843328345264,4,4,12,1,3
liquid_0385,liquid,PYA_31082021_BM171_3,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,60.0,-4.099121495215245,0.0146851706090681,4,4,12,1,3
liquid_0386,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-30.0,-6.322961267110896,0.0015528339582373,4,4,12,1,3
liquid_0387,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-20.0,-5.98105330547687,0.0024938970640257,4,4,12,1,3
liquid_0388,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-10.0,-5.665131128500568,0.0035721755035278,4,4,12,1,3
liquid_0389,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,0.0,-5.3723407235891605,0.0050035936285074,4,4,12,1,3
liquid_0390,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,10.0,-5.100231258456064,0.0069238521560162,4,4,12,1,3
liquid_0391,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,20.0,-4.846686314225787,0.0080801819496699,4,4,12,1,3
liquid_0392,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,30.0,-4.609868729007899,0.0103545527544486,4,4,12,1,3
liquid_0393,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,40.0,-4.38817600952323,0.0130276679682249,4,4,12,1,3
liquid_0394,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,50.0,-4.180204021555483,0.0151785548520004,4,4,12,1,3
liquid_0395,liquid,PYA_31082021_BM171_4,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,60.0,-3.984717219718173,0.0154893315097908,4,4,12,1,3
liquid_0396,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-30.0,-6.348696652394635,0.0014788140459434,4,4,12,1,3
liquid_0397,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-20.0,-6.007138341377852,0.0024420332517053,4,4,12,1,3
liquid_0398,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,-10.0,-5.691539240774656,0.0036493944933013,4,4,12,1,3
liquid_0399,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,0.0,-5.399048256635176,0.0048898037703007,4,4,12,1,3
liquid_0400,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,10.0,-5.127217063005283,0.0061826842807332,4,4,12,1,3
liquid_0401,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,20.0,-4.873931405355598,0.0076112422036021,4,4,12,1,3
liquid_0402,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,30.0,-4.6373560005609145,0.0113890404618587,4,4,12,1,3
liquid_0403,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,40.0,-4.415889994124504,0.014063275197273,4,4,12,1,3
liquid_0404,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,50.0,-4.208130687761524,0.0122743137846076,4,4,12,1,3
liquid_0405,liquid,PYA_31082021_BM171_6,PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g,60.0,-4.012843799610338,0.0157190044317364,4,4,12,1,3
liquid_0406,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-30.0,-7.79007672693834,0.0003186163923973,4,4,12,1,3
liquid_0407,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-20.0,-7.270077813369944,0.0007155734410665,4,4,12,1,3
liquid_0408,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-10.0,-6.789600002865839,0.0012424706577846,4,4,12,1,3
liquid_0409,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,0.0,-6.344302702008749,0.0020152374228053,4,4,12,1,3
liquid_0410,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,10.0,-5.930458503807996,0.003038184824877,4,4,12,1,3
liquid_0411,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,20.0,-5.54484860191976,0.0039924514482579,4,4,12,1,3
liquid_0412,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,30.0,-5.184678904675316,0.0058153090354733,4,4,12,1,3
liquid_0413,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,40.0,-4.847512221784658,0.0082377251384373,4,4,12,1,3
liquid_0414,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,50.0,-4.531213042090084,0.0101488803290439,4,4,12,1,3
liquid_0415,liquid,PYA_31082021_BM172_1,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,60.0,-4.233902256794099,0.012052045314178,4,4,12,1,3
liquid_0416,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-30.0,-7.750459781463306,0.0003179925965683,4,4,12,1,3
liquid_0417,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-20.0,-7.24496003633862,0.0007142893831121,4,4,12,1,3
liquid_0418,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-10.0,-6.777879424417407,0.0013073048908579,4,4,12,1,3
liquid_0419,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,0.0,-6.344998381371989,0.0021652218479231,4,4,12,1,3
liquid_0420,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,10.0,-5.942693431778483,0.0028121231563583,4,4,12,1,3
liquid_0421,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,20.0,-5.567835519510135,0.0042937871319586,4,4,12,1,3
liquid_0422,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,30.0,-5.2177084607643565,0.0058064431872797,4,4,12,1,3
liquid_0423,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,40.0,-4.889943021609557,0.0071646372726065,4,4,12,1,3
liquid_0424,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,50.0,-4.582463235504726,0.0093577716598877,4,4,12,1,3
liquid_0425,liquid,PYA_31082021_BM172_2,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,60.0,-4.293442388982951,0.0116049433744734,4,4,12,1,3
liquid_0426,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-30.0,-7.708745848362185,0.0003257123317488,4,4,12,1,3
liquid_0427,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-20.0,-7.203244050026032,0.0007439635122844,4,4,12,1,3
liquid_0428,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-10.0,-6.736161540942102,0.0014187705004223,4,4,12,1,3
liquid_0429,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,0.0,-6.3032787396439245,0.0021750622995841,4,4,12,1,3
liquid_0430,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,10.0,-5.900972155989979,0.0031704404122808,4,4,12,1,3
liquid_0431,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,20.0,-5.526112721144078,0.0041357963907782,4,4,12,1,3
liquid_0432,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,30.0,-5.175984240271188,0.0058118349894297,4,4,12,1,3
liquid_0433,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,40.0,-4.848217469816494,0.0079442359397042,4,4,12,1,3
liquid_0434,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,50.0,-4.54073643480693,0.0102359295370406,4,4,12,1,3
liquid_0435,liquid,PYA_31082021_BM172_3,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,60.0,-4.251714414355946,0.0114873195146298,4,4,12,1,3
liquid_0436,liquid,PYA_31082021_BM172_4,PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g,-30.0,-7.744154260236579,0.000333403402614,4,4,12,1,3
